,y,date
144,1180,2021-03-27
145,1188,2021-03-28
146,1198,2021-03-29
147,1199,2021-03-30
148,1200,2021-03-31
149,1209,2021-04-01
150,1210,2021-04-02
151,1224,2021-04-03
152,1225,2021-04-04
153,1235,2021-04-05
154,1245,2021-04-06
155,1249,2021-04-07
156,1261,2021-04-08
157,1269,2021-04-09
158,1281,2021-04-10
159,1290,2021-04-11
160,1299,2021-04-12
161,1299,2021-04-13
162,1300,2021-04-14
163,1300,2021-04-15
164,1300,2021-04-16
165,1307,2021-04-17
166,1302,2021-04-18
167,1307,2021-04-19
168,1300,2021-04-20
169,1302,2021-04-21
170,1302,2021-04-22
171,1302,2021-04-23
172,1309,2021-04-24
173,1315,2021-04-25
174,1315,2021-04-26
175,1314,2021-04-27
176,1315,2021-04-28
177,1320,2021-04-29
178,1320,2021-04-30
179,1324,2021-05-01
180,1320,2021-05-02
181,1320,2021-05-03
182,1320,2021-05-04
183,1320,2021-05-05
184,1320,2021-05-06
185,1325,2021-05-07
186,1325,2021-05-08
187,1325,2021-05-09
188,1326,2021-05-10
189,1329,2021-05-11
190,1333,2021-05-12
191,1341,2021-05-13
192,1345,2021-05-14
193,1350,2021-05-15
194,1353,2021-05-16
195,1365,2021-05-17
196,1375,2021-05-18
197,1379,2021-05-19
198,1390,2021-05-20
199,1392,2021-05-21
200,1400,2021-05-22
201,1410,2021-05-23
202,1400,2021-05-24
203,1400,2021-05-25
204,1400,2021-05-26
205,1400,2021-05-27
206,1400,2021-05-28
207,1400,2021-05-29
208,1395,2021-05-30
209,1392,2021-05-31
210,1392,2021-06-01
211,1390,2021-06-02
212,1389,2021-06-03
213,1383,2021-06-04
214,1379,2021-06-05
215,1370,2021-06-06
216,1365,2021-06-07
217,1360,2021-06-08
218,1350,2021-06-09
219,1344,2021-06-10
220,1325,2021-06-11
221,1322,2021-06-12
222,1315,2021-06-13
223,1301,2021-06-14
224,1300,2021-06-15
225,1288,2021-06-16
226,1275,2021-06-17
227,1270,2021-06-18
228,1260,2021-06-19
229,1250,2021-06-20
230,1245,2021-06-21
231,1225,2021-06-22
232,1220,2021-06-23
233,1218,2021-06-24
234,1212,2021-06-25
235,1206,2021-06-26
236,1200,2021-06-27
237,1195,2021-06-28
238,1177,2021-06-29
239,1173,2021-06-30
240,1154,2021-07-01
241,1145,2021-07-02
242,1133,2021-07-03
243,1120,2021-07-04
244,1113,2021-07-05
245,1109,2021-07-06
246,1100,2021-07-07
247,1099,2021-07-08
248,1089,2021-07-09
249,1080,2021-07-10
250,1075,2021-07-11
251,1075,2021-07-12
252,1070,2021-07-13
253,1063,2021-07-14
254,1059,2021-07-15
255,1051,2021-07-16
256,1050,2021-07-17
257,1049,2021-07-18
258,1039,2021-07-19
259,1033,2021-07-20
260,1025,2021-07-21
261,1019,2021-07-22
262,1012,2021-07-23
263,1011,2021-07-24
264,1008,2021-07-25
265,1005,2021-07-26
266,1001,2021-07-27
267,1000,2021-07-28
268,999,2021-07-29
269,995,2021-07-30
270,990,2021-07-31
271,994,2021-08-01
272,991,2021-08-02
273,990,2021-08-03
274,990,2021-08-04
275,990,2021-08-05
276,990,2021-08-06
277,994,2021-08-07
278,994,2021-08-08
279,999,2021-08-09
280,999,2021-08-10
281,1000,2021-08-11
282,1000,2021-08-12
283,1000,2021-08-13
284,1001,2021-08-14
285,1002,2021-08-15
286,1006,2021-08-16
287,1009,2021-08-17
288,1012,2021-08-18
289,1019,2021-08-19
290,1028,2021-08-20
291,1046,2021-08-21
292,1054,2021-08-22
293,1067,2021-08-23
294,1076,2021-08-24
295,1100,2021-08-25
296,1111,2021-08-26
297,1116,2021-08-27
298,1124,2021-08-28
299,1145,2021-08-29
300,1150,2021-08-30
301,1159,2021-08-31
302,1166,2021-09-01
303,1175,2021-09-02
304,1189,2021-09-03
305,1199,2021-09-04
306,1200,2021-09-05
307,1209,2021-09-06
308,1213,2021-09-07
309,1217,2021-09-08
310,1223,2021-09-09
311,1225,2021-09-10
312,1237,2021-09-11
313,1241,2021-09-12
314,1241,2021-09-13
315,1241,2021-09-14
316,1245,2021-09-15
317,1246,2021-09-16
318,1250,2021-09-17
319,1258,2021-09-18
320,1266,2021-09-19
321,1273,2021-09-20
322,1275,2021-09-21
323,1279,2021-09-22
324,1285,2021-09-23
325,1289,2021-09-24
326,1295,2021-09-25
327,1300,2021-09-26
328,1300,2021-09-27
329,1300,2021-09-28
330,1300,2021-09-29
331,1308,2021-09-30
332,1310,2021-10-01
333,1310,2021-10-02
334,1309,2021-10-03
335,1308,2021-10-04
336,1301,2021-10-05
337,1300,2021-10-06
338,1299,2021-10-07
339,1295,2021-10-08
340,1289,2021-10-09
341,1283,2021-10-10
342,1279,2021-10-11
343,1275,2021-10-12
344,1275,2021-10-13
345,1273,2021-10-14
346,1274,2021-10-15
347,1270,2021-10-16
348,1265,2021-10-17
349,1261,2021-10-18
350,1260,2021-10-19
351,1261,2021-10-20
352,1261,2021-10-21
353,1262,2021-10-22
354,1263,2021-10-23
355,1263,2021-10-24
356,1263,2021-10-25
357,1262,2021-10-26
358,1263,2021-10-27
359,1265,2021-10-28
360,1268,2021-10-29
361,1269,2021-10-30
362,1270,2021-10-31
363,1275,2021-11-01
364,1275,2021-11-02
365,1282,2021-11-03
366,1286,2021-11-04
367,1289,2021-11-05
368,1290,2021-11-06
369,1291,2021-11-07
370,1294,2021-11-08
371,1299,2021-11-09
372,1300,2021-11-10
373,1303,2021-11-11
374,1309,2021-11-12
375,1312,2021-11-13
376,1315,2021-11-14
377,1316,2021-11-15
378,1320,2021-11-16
379,1320,2021-11-17
380,1320,2021-11-18
381,1325,2021-11-19
382,1320,2021-11-20
383,1320,2021-11-21
384,1320,2021-11-22
385,1319,2021-11-23
386,1316,2021-11-24
387,1317,2021-11-25
388,1320,2021-11-26
389,1319,2021-11-27
390,1319,2021-11-28
391,1319,2021-11-29
392,1316,2021-11-30
393,1317,2021-12-01
394,1320,2021-12-02
395,1315,2021-12-03
396,1312,2021-12-04
397,1313,2021-12-05
398,1313,2021-12-06
399,1314,2021-12-07
400,1315,2021-12-08
401,1314,2021-12-09
402,1309,2021-12-10
403,1310,2021-12-11
404,1310,2021-12-12
405,1305,2021-12-13
406,1301,2021-12-14
407,1300,2021-12-15
408,1295,2021-12-16
409,1291,2021-12-17
410,1289,2021-12-18
411,1278,2021-12-19
412,1271,2021-12-20
413,1267,2021-12-21
414,1265,2021-12-22
415,1265,2021-12-23
416,1266,2021-12-24
417,1266,2021-12-25
418,1262,2021-12-26
419,1262,2021-12-27
420,1259,2021-12-28
421,1262,2021-12-29
422,1261,2021-12-30
423,1262,2021-12-31
424,1256,2022-01-01
425,1261,2022-01-02
426,1256,2022-01-03
427,1255,2022-01-04
428,1250,2022-01-05
429,1250,2022-01-06
430,1250,2022-01-07
431,1250,2022-01-08
432,1250,2022-01-09
433,1242,2022-01-10
434,1230,2022-01-11
435,1225,2022-01-12
436,1225,2022-01-13
437,1215,2022-01-14
438,1213,2022-01-15
439,1212,2022-01-16
440,1210,2022-01-17
441,1208,2022-01-18
442,1200,2022-01-19
443,1199,2022-01-20
444,1186,2022-01-21
445,1180,2022-01-22
446,1165,2022-01-23
447,1150,2022-01-24
448,1145,2022-01-25
449,1136,2022-01-26
450,1124,2022-01-27
451,1107,2022-01-28
452,1095,2022-01-29
453,1085,2022-01-30
454,1075,2022-01-31
455,1065,2022-02-01
456,1052,2022-02-02
457,1049,2022-02-03
458,1041,2022-02-04
459,1035,2022-02-05
460,1031,2022-02-06
461,1025,2022-02-07
462,1020,2022-02-08
463,1014,2022-02-09
464,1011,2022-02-10
465,1012,2022-02-11
466,1009,2022-02-12
467,1005,2022-02-13
468,1000,2022-02-14
469,1000,2022-02-15
470,1000,2022-02-16
471,999,2022-02-17
472,1000,2022-02-18
473,999,2022-02-19
474,999,2022-02-20
475,998,2022-02-21
476,997,2022-02-22
477,994,2022-02-23
478,991,2022-02-24
479,989,2022-02-25
480,983,2022-02-26
481,980,2022-02-27
482,978,2022-02-28
483,971,2022-03-01
484,968,2022-03-02
485,961,2022-03-03
486,960,2022-03-04
487,955,2022-03-05
488,951,2022-03-06
489,947,2022-03-07
490,943,2022-03-08
491,934,2022-03-09
492,925,2022-03-10
493,920,2022-03-11
494,915,2022-03-12
495,911,2022-03-13
496,905,2022-03-14
497,900,2022-03-15
498,896,2022-03-16
499,884,2022-03-17
500,875,2022-03-18
501,870,2022-03-19
502,869,2022-03-20
503,866,2022-03-21
504,860,2022-03-22
505,860,2022-03-23
506,855,2022-03-24
507,850,2022-03-25
508,850,2022-03-26
509,849,2022-03-27
510,846,2022-03-28
511,842,2022-03-29
512,840,2022-03-30
513,839,2022-03-31
514,839,2022-04-01
515,835,2022-04-02
516,831,2022-04-03
517,830,2022-04-04
518,828,2022-04-05
519,825,2022-04-06
520,820,2022-04-07
521,820,2022-04-08
522,820,2022-04-09
523,819,2022-04-10
524,816,2022-04-11
525,814,2022-04-12
526,812,2022-04-13
527,811,2022-04-14
528,810,2022-04-15
529,809,2022-04-16
530,803,2022-04-17
531,800,2022-04-18
532,800,2022-04-19
533,800,2022-04-20
534,799,2022-04-21
535,794,2022-04-22
536,790,2022-04-23
537,786,2022-04-24
538,781,2022-04-25
539,775,2022-04-26
540,769,2022-04-27
541,764,2022-04-28
542,761,2022-04-29
543,760,2022-04-30
544,757,2022-05-01
545,754,2022-05-02
546,752,2022-05-03
547,750,2022-05-04
548,745,2022-05-05
549,740,2022-05-06
550,731,2022-05-07
551,729,2022-05-08
552,725,2022-05-09
553,720,2022-05-10
554,713,2022-05-11
555,708,2022-05-12
556,700,2022-05-13
557,696,2022-05-14
558,690,2022-05-15
559,685,2022-05-16
560,675,2022-05-17
561,672,2022-05-18
562,666,2022-05-19
563,664,2022-05-20
564,659,2022-05-21
565,650,2022-05-22
566,650,2022-05-23
567,649,2022-05-24
568,645,2022-05-25
569,636,2022-05-26
570,630,2022-05-27
571,625,2022-05-28
572,622,2022-05-29
573,617,2022-05-30
574,615,2022-05-31
575,610,2022-06-01
576,605,2022-06-02
577,599,2022-06-03
578,596,2022-06-04
579,590,2022-06-05
580,586,2022-06-06
581,580,2022-06-07
582,574,2022-06-08
583,565,2022-06-09
584,562,2022-06-10
585,560,2022-06-11
586,559,2022-06-12
587,554,2022-06-13
588,550,2022-06-14
589,550,2022-06-15
590,545,2022-06-16
591,540,2022-06-17
592,540,2022-06-18
593,535,2022-06-19
594,531,2022-06-20
595,530,2022-06-21
596,525,2022-06-22
597,520,2022-06-23
598,520,2022-06-24
599,518,2022-06-25
600,514,2022-06-26
601,511,2022-06-27
602,510,2022-06-28
603,507,2022-06-29
604,504,2022-06-30
605,502,2022-07-01
606,500,2022-07-02
607,499,2022-07-03
608,496,2022-07-04
609,495,2022-07-05
610,490,2022-07-06
611,490,2022-07-07
612,487,2022-07-08
613,485,2022-07-09
614,484,2022-07-10
615,482,2022-07-11
616,481,2022-07-12
617,480,2022-07-13
618,480,2022-07-14
619,480,2022-07-15
620,480,2022-07-16
621,480,2022-07-17
622,480,2022-07-18
623,480,2022-07-19
624,480,2022-07-20
625,480,2022-07-21
626,480,2022-07-22
627,483,2022-07-23
628,484,2022-07-24
629,484,2022-07-25
630,485,2022-07-26
631,485,2022-07-27
632,485,2022-07-28
633,488,2022-07-29
634,489,2022-07-30
635,490,2022-07-31
636,490,2022-08-01
637,490,2022-08-02
638,490,2022-08-03
639,490,2022-08-04
640,492,2022-08-05
641,492,2022-08-06
642,493,2022-08-07
643,493,2022-08-08
644,493,2022-08-09
645,492,2022-08-10
646,493,2022-08-11
647,493,2022-08-12
648,492,2022-08-13
649,490,2022-08-14
650,490,2022-08-15
651,488,2022-08-16
652,485,2022-08-17
653,484,2022-08-18
654,482,2022-08-19
655,480,2022-08-20
656,479,2022-08-21
657,475,2022-08-22
658,475,2022-08-23
659,472,2022-08-24
660,470,2022-08-25
661,470,2022-08-26
662,469,2022-08-27
663,467,2022-08-28
664,462,2022-08-29
665,460,2022-08-30
666,460,2022-08-31
667,458,2022-09-01
668,455,2022-09-02
669,452,2022-09-03
670,450,2022-09-04
671,450,2022-09-05
672,446,2022-09-06
673,445,2022-09-07
674,444,2022-09-08
675,441,2022-09-09
676,439,2022-09-10
677,439,2022-09-11
678,438,2022-09-12
679,435,2022-09-13
680,435,2022-09-14
681,432,2022-09-15
682,430,2022-09-16
683,430,2022-09-17
684,428,2022-09-18
685,425,2022-09-19
686,423,2022-09-20
