,y,date
353,414,2021-01-08
354,414,2021-01-09
355,420,2021-01-10
356,420,2021-01-11
357,425,2021-01-12
358,428,2021-01-13
359,435,2021-01-14
360,435,2021-01-15
361,440,2021-01-16
362,470,2021-01-17
363,486,2021-01-18
364,500,2021-01-19
365,500,2021-01-20
366,508,2021-01-21
367,508,2021-01-22
368,512,2021-01-23
369,518,2021-01-24
370,520,2021-01-25
371,521,2021-01-26
372,521,2021-01-27
373,526,2021-01-28
374,530,2021-01-29
375,540,2021-01-30
376,542,2021-01-31
377,544,2021-02-01
378,546,2021-02-02
379,550,2021-02-03
380,552,2021-02-04
381,552,2021-02-05
382,570,2021-02-06
383,572,2021-02-07
384,574,2021-02-08
385,590,2021-02-09
386,592,2021-02-10
387,611,2021-02-11
388,612,2021-02-12
389,615,2021-02-13
390,624,2021-02-14
391,624,2021-02-15
392,632,2021-02-16
393,643,2021-02-17
394,645,2021-02-18
395,649,2021-02-19
396,650,2021-02-20
397,659,2021-02-21
398,681,2021-02-22
399,685,2021-02-23
400,695,2021-02-24
401,700,2021-02-25
402,700,2021-02-26
403,714,2021-02-27
404,745,2021-02-28
405,749,2021-03-01
406,750,2021-03-02
407,760,2021-03-03
408,765,2021-03-04
409,781,2021-03-05
410,793,2021-03-06
411,795,2021-03-07
412,800,2021-03-08
413,808,2021-03-09
414,810,2021-03-10
415,814,2021-03-11
416,813,2021-03-12
417,814,2021-03-13
418,816,2021-03-14
419,831,2021-03-15
420,837,2021-03-16
421,837,2021-03-17
422,839,2021-03-18
423,849,2021-03-19
424,850,2021-03-20
425,854,2021-03-21
426,854,2021-03-22
427,856,2021-03-23
428,858,2021-03-24
429,861,2021-03-25
430,861,2021-03-26
431,861,2021-03-27
432,862,2021-03-28
433,861,2021-03-29
434,862,2021-03-30
435,863,2021-03-31
436,869,2021-04-01
437,871,2021-04-02
438,871,2021-04-03
439,871,2021-04-04
440,871,2021-04-05
441,878,2021-04-06
442,880,2021-04-07
443,890,2021-04-08
444,890,2021-04-09
445,899,2021-04-10
446,900,2021-04-11
447,900,2021-04-12
448,900,2021-04-13
449,900,2021-04-14
450,900,2021-04-15
451,900,2021-04-16
452,903,2021-04-17
453,903,2021-04-18
454,900,2021-04-19
455,903,2021-04-20
456,903,2021-04-21
457,903,2021-04-22
458,909,2021-04-23
459,900,2021-04-24
460,903,2021-04-25
461,910,2021-04-26
462,915,2021-04-27
463,916,2021-04-28
464,915,2021-04-29
465,925,2021-04-30
466,927,2021-05-01
467,925,2021-05-02
468,921,2021-05-03
469,925,2021-05-04
470,921,2021-05-05
471,925,2021-05-06
472,925,2021-05-07
473,921,2021-05-08
474,921,2021-05-09
475,927,2021-05-10
476,927,2021-05-11
477,927,2021-05-12
478,930,2021-05-13
479,930,2021-05-14
480,930,2021-05-15
481,935,2021-05-16
482,949,2021-05-17
483,949,2021-05-18
484,950,2021-05-19
485,950,2021-05-20
486,950,2021-05-21
487,950,2021-05-22
488,949,2021-05-23
489,950,2021-05-24
490,950,2021-05-25
491,950,2021-05-26
492,950,2021-05-27
493,949,2021-05-28
494,950,2021-05-29
495,950,2021-05-30
496,950,2021-05-31
497,950,2021-06-01
498,950,2021-06-02
499,950,2021-06-03
500,950,2021-06-04
501,949,2021-06-05
502,949,2021-06-06
503,949,2021-06-07
504,940,2021-06-08
505,914,2021-06-09
506,910,2021-06-10
507,910,2021-06-11
508,899,2021-06-12
509,899,2021-06-13
510,894,2021-06-14
511,890,2021-06-15
512,882,2021-06-16
513,876,2021-06-17
514,870,2021-06-18
515,862,2021-06-19
516,856,2021-06-20
517,840,2021-06-21
518,837,2021-06-22
519,835,2021-06-23
520,821,2021-06-24
521,810,2021-06-25
522,810,2021-06-26
523,790,2021-06-27
524,765,2021-06-28
525,750,2021-06-29
526,750,2021-06-30
527,745,2021-07-01
528,742,2021-07-02
529,736,2021-07-03
530,740,2021-07-04
531,740,2021-07-05
532,740,2021-07-06
533,736,2021-07-07
534,735,2021-07-08
535,733,2021-07-09
536,731,2021-07-10
537,730,2021-07-11
538,728,2021-07-12
539,725,2021-07-13
540,725,2021-07-14
541,723,2021-07-15
542,723,2021-07-16
543,723,2021-07-17
544,721,2021-07-18
545,721,2021-07-19
546,720,2021-07-20
547,719,2021-07-21
548,719,2021-07-22
549,720,2021-07-23
550,718,2021-07-24
551,719,2021-07-25
552,718,2021-07-26
553,720,2021-07-27
554,720,2021-07-28
555,720,2021-07-29
556,718,2021-07-30
557,717,2021-07-31
558,715,2021-08-01
559,715,2021-08-02
560,715,2021-08-03
561,715,2021-08-04
562,715,2021-08-05
563,713,2021-08-06
564,715,2021-08-07
565,713,2021-08-08
566,711,2021-08-09
567,715,2021-08-10
568,715,2021-08-11
569,720,2021-08-12
570,720,2021-08-13
571,724,2021-08-14
572,724,2021-08-15
573,720,2021-08-16
574,720,2021-08-17
575,720,2021-08-18
576,720,2021-08-19
577,724,2021-08-20
578,726,2021-08-21
579,729,2021-08-22
580,730,2021-08-23
581,730,2021-08-24
582,735,2021-08-25
583,741,2021-08-26
584,746,2021-08-27
585,749,2021-08-28
586,750,2021-08-29
587,757,2021-08-30
588,761,2021-08-31
589,768,2021-09-01
590,769,2021-09-02
591,775,2021-09-03
592,779,2021-09-04
593,782,2021-09-05
594,787,2021-09-06
595,793,2021-09-07
596,794,2021-09-08
597,798,2021-09-09
598,800,2021-09-10
599,800,2021-09-11
600,800,2021-09-12
601,800,2021-09-13
602,800,2021-09-14
603,811,2021-09-15
604,816,2021-09-16
605,825,2021-09-17
606,825,2021-09-18
607,825,2021-09-19
608,825,2021-09-20
609,825,2021-09-21
610,825,2021-09-22
611,830,2021-09-23
612,845,2021-09-24
613,846,2021-09-25
614,850,2021-09-26
615,850,2021-09-27
616,850,2021-09-28
617,852,2021-09-29
618,852,2021-09-30
619,852,2021-10-01
620,850,2021-10-02
621,850,2021-10-03
622,850,2021-10-04
623,850,2021-10-05
624,850,2021-10-06
625,843,2021-10-07
626,830,2021-10-08
627,843,2021-10-09
628,830,2021-10-10
629,830,2021-10-11
630,830,2021-10-12
631,830,2021-10-13
632,840,2021-10-14
633,840,2021-10-15
634,830,2021-10-16
635,826,2021-10-17
636,826,2021-10-18
637,830,2021-10-19
638,830,2021-10-20
639,842,2021-10-21
640,841,2021-10-22
641,841,2021-10-23
642,841,2021-10-24
643,842,2021-10-25
644,849,2021-10-26
645,850,2021-10-27
646,850,2021-10-28
647,850,2021-10-29
648,862,2021-10-30
649,863,2021-10-31
650,866,2021-11-01
651,867,2021-11-02
652,870,2021-11-03
653,870,2021-11-04
654,871,2021-11-05
655,871,2021-11-06
656,875,2021-11-07
657,875,2021-11-08
658,876,2021-11-09
659,880,2021-11-10
660,881,2021-11-11
661,885,2021-11-12
662,885,2021-11-13
663,885,2021-11-14
664,890,2021-11-15
665,895,2021-11-16
666,898,2021-11-17
667,899,2021-11-18
668,899,2021-11-19
669,899,2021-11-20
670,899,2021-11-21
671,899,2021-11-22
672,899,2021-11-23
673,899,2021-11-24
674,900,2021-11-25
675,900,2021-11-26
676,901,2021-11-27
677,901,2021-11-28
678,900,2021-11-29
679,902,2021-11-30
680,908,2021-12-01
681,907,2021-12-02
682,908,2021-12-03
683,910,2021-12-04
684,910,2021-12-05
685,910,2021-12-06
686,910,2021-12-07
687,912,2021-12-08
688,912,2021-12-09
689,912,2021-12-10
690,910,2021-12-11
691,910,2021-12-12
692,910,2021-12-13
693,910,2021-12-14
694,910,2021-12-15
695,910,2021-12-16
696,910,2021-12-17
697,910,2021-12-18
698,910,2021-12-19
699,905,2021-12-20
700,900,2021-12-21
701,895,2021-12-22
702,888,2021-12-23
703,889,2021-12-24
704,889,2021-12-25
705,889,2021-12-26
706,889,2021-12-27
707,888,2021-12-28
708,882,2021-12-29
709,881,2021-12-30
710,880,2021-12-31
711,876,2022-01-01
712,876,2022-01-02
713,860,2022-01-03
714,860,2022-01-04
715,865,2022-01-05
716,860,2022-01-06
717,860,2022-01-07
718,856,2022-01-08
719,856,2022-01-09
720,850,2022-01-10
721,841,2022-01-11
722,826,2022-01-12
723,841,2022-01-13
724,825,2022-01-14
725,825,2022-01-15
726,825,2022-01-16
727,824,2022-01-17
728,824,2022-01-18
729,815,2022-01-19
730,815,2022-01-20
731,810,2022-01-21
732,810,2022-01-22
733,809,2022-01-23
734,800,2022-01-24
735,799,2022-01-25
736,796,2022-01-26
737,794,2022-01-27
738,787,2022-01-28
739,787,2022-01-29
740,777,2022-01-30
741,762,2022-01-31
742,750,2022-02-01
743,750,2022-02-02
744,750,2022-02-03
745,739,2022-02-04
746,735,2022-02-05
747,734,2022-02-06
748,734,2022-02-07
749,733,2022-02-08
750,734,2022-02-09
751,726,2022-02-10
752,725,2022-02-11
753,725,2022-02-12
754,725,2022-02-13
755,720,2022-02-14
756,720,2022-02-15
757,713,2022-02-16
758,713,2022-02-17
759,713,2022-02-18
760,710,2022-02-19
761,705,2022-02-20
762,701,2022-02-21
763,701,2022-02-22
764,701,2022-02-23
765,700,2022-02-24
766,699,2022-02-25
767,699,2022-02-26
768,697,2022-02-27
769,696,2022-02-28
770,693,2022-03-01
771,680,2022-03-02
772,681,2022-03-03
773,681,2022-03-04
774,675,2022-03-05
775,665,2022-03-06
776,663,2022-03-07
777,663,2022-03-08
778,660,2022-03-09
779,659,2022-03-10
780,655,2022-03-11
781,650,2022-03-12
782,650,2022-03-13
783,648,2022-03-14
784,647,2022-03-15
785,615,2022-03-16
786,615,2022-03-17
787,610,2022-03-18
788,599,2022-03-19
789,593,2022-03-20
790,575,2022-03-21
791,575,2022-03-22
792,575,2022-03-23
793,575,2022-03-24
794,571,2022-03-25
795,565,2022-03-26
796,564,2022-03-27
797,560,2022-03-28
798,560,2022-03-29
799,553,2022-03-30
800,553,2022-03-31
801,550,2022-04-01
802,550,2022-04-02
803,550,2022-04-03
804,540,2022-04-04
805,533,2022-04-05
806,525,2022-04-06
807,525,2022-04-07
808,524,2022-04-08
809,522,2022-04-09
810,520,2022-04-10
811,515,2022-04-11
812,515,2022-04-12
813,510,2022-04-13
814,510,2022-04-14
815,510,2022-04-15
816,510,2022-04-16
817,507,2022-04-17
818,501,2022-04-18
819,500,2022-04-19
820,500,2022-04-20
821,500,2022-04-21
822,500,2022-04-22
823,501,2022-04-23
824,500,2022-04-24
825,500,2022-04-25
826,497,2022-04-26
827,493,2022-04-27
828,491,2022-04-28
829,491,2022-04-29
830,489,2022-04-30
831,488,2022-05-01
832,489,2022-05-02
833,489,2022-05-03
834,489,2022-05-04
835,488,2022-05-05
836,485,2022-05-06
837,487,2022-05-07
838,487,2022-05-08
839,485,2022-05-09
840,485,2022-05-10
841,485,2022-05-11
842,484,2022-05-12
843,480,2022-05-13
844,480,2022-05-14
845,470,2022-05-15
846,466,2022-05-16
847,465,2022-05-17
848,460,2022-05-18
849,460,2022-05-19
850,455,2022-05-20
851,455,2022-05-21
852,454,2022-05-22
853,430,2022-05-23
854,425,2022-05-24
855,420,2022-05-25
856,420,2022-05-26
857,420,2022-05-27
858,416,2022-05-28
859,400,2022-05-29
860,392,2022-05-30
861,384,2022-05-31
862,374,2022-06-01
863,372,2022-06-02
864,370,2022-06-03
865,365,2022-06-04
866,362,2022-06-05
867,361,2022-06-06
868,359,2022-06-07
869,350,2022-06-08
870,350,2022-06-09
871,350,2022-06-10
872,350,2022-06-11
873,346,2022-06-12
874,340,2022-06-13
875,341,2022-06-14
876,340,2022-06-15
877,335,2022-06-16
878,333,2022-06-17
879,331,2022-06-18
880,330,2022-06-19
881,330,2022-06-20
882,330,2022-06-21
883,320,2022-06-22
884,320,2022-06-23
885,315,2022-06-24
886,304,2022-06-25
887,300,2022-06-26
888,295,2022-06-27
889,290,2022-06-28
890,287,2022-06-29
891,286,2022-06-30
892,283,2022-07-01
893,282,2022-07-02
894,280,2022-07-03
895,280,2022-07-04
896,275,2022-07-05
897,271,2022-07-06
898,270,2022-07-07
899,270,2022-07-08
900,270,2022-07-09
901,270,2022-07-10
902,269,2022-07-11
903,268,2022-07-12
904,266,2022-07-13
905,265,2022-07-14
906,263,2022-07-15
907,259,2022-07-16
908,259,2022-07-17
909,258,2022-07-18
910,260,2022-07-19
911,260,2022-07-20
912,259,2022-07-21
913,258,2022-07-22
914,258,2022-07-23
915,258,2022-07-24
916,258,2022-07-25
917,258,2022-07-26
918,257,2022-07-27
919,257,2022-07-28
920,258,2022-07-29
921,258,2022-07-30
922,253,2022-07-31
923,253,2022-08-01
924,257,2022-08-02
925,258,2022-08-03
926,257,2022-08-04
927,257,2022-08-05
928,254,2022-08-06
929,254,2022-08-07
930,257,2022-08-08
931,257,2022-08-09
932,258,2022-08-10
933,260,2022-08-11
934,260,2022-08-12
935,258,2022-08-13
936,261,2022-08-14
937,262,2022-08-15
938,262,2022-08-16
939,262,2022-08-17
940,262,2022-08-18
941,262,2022-08-19
942,262,2022-08-20
943,262,2022-08-21
944,262,2022-08-22
945,261,2022-08-23
946,261,2022-08-24
947,261,2022-08-25
948,262,2022-08-26
949,262,2022-08-27
950,257,2022-08-28
951,254,2022-08-29
952,254,2022-08-30
953,254,2022-08-31
954,253,2022-09-01
955,253,2022-09-02
956,253,2022-09-03
957,253,2022-09-04
958,253,2022-09-05
959,253,2022-09-06
960,250,2022-09-07
961,250,2022-09-08
962,248,2022-09-09
963,248,2022-09-10
964,248,2022-09-11
965,240,2022-09-12
966,231,2022-09-13
967,230,2022-09-14
968,230,2022-09-15
969,225,2022-09-16
970,225,2022-09-17
971,221,2022-09-18
972,224,2022-09-19
973,217,2022-09-20
